#
# Output file generated by Yacora 1.6.3
# =====================================
#   Filename: 'PopKoeff_n=3.txt'
#   Date of creation: 22. May 2025
#   Time of creation: 08:18:06
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(3)' coupled to the particle 'H2'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 79 calculated values between 1.0000 and 100.0000
#              T_n1: Fixed value 9284.0000
#              n_e: 196 calculated values between 1.0000e+16 and 1.0000e+21
#              n_i1: Fixed value 0.0000
#              n_n2: Fixed value 1.0000

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   13.4340       3.4551e+16    2.16237501e-24     
   13.4340       3.6652e+16    2.16184070e-24     
   13.4340       3.8882e+16    2.16128399e-24     
   13.4340       4.1246e+16    2.16070394e-24     
   13.4340       4.3755e+16    2.16009955e-24     
   13.4340       4.6416e+16    2.15946981e-24     
   13.4340       4.9239e+16    2.15881361e-24     
   13.4340       5.2233e+16    2.15812983e-24     
   13.4340       5.5410e+16    2.15741728e-24     
   13.4340       5.8780e+16    2.15667470e-24     
   13.4340       6.2355e+16    2.15590080e-24     
   13.4340       6.6147e+16    2.15509418e-24     
   13.4340       7.0170e+16    2.15425340e-24     
   13.4340       7.4438e+16    2.15337696e-24     
   13.4340       7.8965e+16    2.15246325e-24     
   13.4340       8.3768e+16    2.15151060e-24     
   13.4340       8.8862e+16    2.15051727e-24     
   13.4340       9.4267e+16    2.14948139e-24     
   13.4340       1.0000e+17    2.14840104e-24     
   13.4340       1.0608e+17    2.14727417e-24     
   13.4340       1.1253e+17    2.14609865e-24     
   13.4340       1.1938e+17    2.14487224e-24     
   13.4340       1.2664e+17    2.14359258e-24     
   13.4340       1.3434e+17    2.14225719e-24     
   13.4340       1.4251e+17    2.14086348e-24     
   13.4340       1.5118e+17    2.13940871e-24     
   13.4340       1.6037e+17    2.13789002e-24     
   13.4340       1.7013e+17    2.13630440e-24     
   13.4340       1.8047e+17    2.13464871e-24     
   13.4340       1.9145e+17    2.13291961e-24     
   13.4340       2.0309e+17    2.13111365e-24     
   13.4340       2.1544e+17    2.12922717e-24     
   13.4340       2.2855e+17    2.12725634e-24     
   13.4340       2.4245e+17    2.12519716e-24     
   13.4340       2.5719e+17    2.12304540e-24     
   13.4340       2.7283e+17    2.12079666e-24     
   13.4340       2.8943e+17    2.11844632e-24     
   13.4340       3.0703e+17    2.11598953e-24     
   13.4340       3.2570e+17    2.11342122e-24     
   13.4340       3.4551e+17    2.11073607e-24     
   13.4340       3.6652e+17    2.10792854e-24     
   13.4340       3.8882e+17    2.10499282e-24     
   13.4340       4.1246e+17    2.10192285e-24     
   13.4340       4.3755e+17    2.09871228e-24     
   13.4340       4.6416e+17    2.09535453e-24     
   13.4340       4.9239e+17    2.09184268e-24     
   13.4340       5.2233e+17    2.08816958e-24     
   13.4340       5.5410e+17    2.08432775e-24     
   13.4340       5.8780e+17    2.08030943e-24     
   13.4340       6.2355e+17    2.07610655e-24     
   13.4340       6.6147e+17    2.07171073e-24     
   13.4340       7.0170e+17    2.06711329e-24     
   13.4340       7.4438e+17    2.06230522e-24     
   13.4340       7.8965e+17    2.05727721e-24     
   13.4340       8.3768e+17    2.05201962e-24     
   13.4340       8.8862e+17    2.04652251e-24     
   13.4340       9.4267e+17    2.04077561e-24     
   13.4340       1.0000e+18    2.03476834e-24     
   13.4340       1.0608e+18    2.02848982e-24     
   13.4340       1.1253e+18    2.02192885e-24     
   13.4340       1.1938e+18    2.01507396e-24     
   13.4340       1.2664e+18    2.00791338e-24     
   13.4340       1.3434e+18    2.00043508e-24     
   13.4340       1.4251e+18    1.99262680e-24     
   13.4340       1.5118e+18    1.98447603e-24     
   13.4340       1.6037e+18    1.97597006e-24     
   13.4340       1.7013e+18    1.96709604e-24     
   13.4340       1.8047e+18    1.95784098e-24     
   13.4340       1.9145e+18    1.94819179e-24     
   13.4340       2.0309e+18    1.93813538e-24     
   13.4340       2.1544e+18    1.92765867e-24     
   13.4340       2.2855e+18    1.91674866e-24     
   13.4340       2.4245e+18    1.90539253e-24     
   13.4340       2.5719e+18    1.89357770e-24     
   13.4340       2.7283e+18    1.88129194e-24     
   13.4340       2.8943e+18    1.86852344e-24     
   13.4340       3.0703e+18    1.85526093e-24     
   13.4340       3.2570e+18    1.84149380e-24     
   13.4340       3.4551e+18    1.82721223e-24     
   13.4340       3.6652e+18    1.81240727e-24     
   13.4340       3.8882e+18    1.79707103e-24     
   13.4340       4.1246e+18    1.78119679e-24     
   13.4340       4.3755e+18    1.76477916e-24     
   13.4340       4.6416e+18    1.74781416e-24     
   13.4340       4.9239e+18    1.73029946e-24     
   13.4340       5.2233e+18    1.71223443e-24     
   13.4340       5.5410e+18    1.69362033e-24     
   13.4340       5.8780e+18    1.67446041e-24     
   13.4340       6.2355e+18    1.65476003e-24     
   13.4340       6.6147e+18    1.63452678e-24     
   13.4340       7.0170e+18    1.61377054e-24     
   13.4340       7.4438e+18    1.59250360e-24     
   13.4340       7.8965e+18    1.57074065e-24     
   13.4340       8.3768e+18    1.54849888e-24     
   13.4340       8.8862e+18    1.52579792e-24     
   13.4340       9.4267e+18    1.50265988e-24     
   13.4340       1.0000e+19    1.47910924e-24     
   13.4340       1.0608e+19    1.45517283e-24     
   13.4340       1.1253e+19    1.43087969e-24     
   13.4340       1.1938e+19    1.40626097e-24     
   13.4340       1.2664e+19    1.38134970e-24     
   13.4340       1.3434e+19    1.35618070e-24     
   13.4340       1.4251e+19    1.33079026e-24     
   13.4340       1.5118e+19    1.30521601e-24     
   13.4340       1.6037e+19    1.27949656e-24     
   13.4340       1.7013e+19    1.25367130e-24     
   13.4340       1.8047e+19    1.22778010e-24     
   13.4340       1.9145e+19    1.20186298e-24     
   13.4340       2.0309e+19    1.17595987e-24     
   13.4340       2.1544e+19    1.15011026e-24     
   13.4340       2.2855e+19    1.12435296e-24     
   13.4340       2.4245e+19    1.09872575e-24     
   13.4340       2.5719e+19    1.07326520e-24     
   13.4340       2.7283e+19    1.04800634e-24     
   13.4340       2.8943e+19    1.02298246e-24     
   13.4340       3.0703e+19    9.98224914e-25     
   13.4340       3.2570e+19    9.73762924e-25     
   13.4340       3.4551e+19    9.49623430e-25     
   13.4340       3.6652e+19    9.25830971e-25     
   13.4340       3.8882e+19    9.02407584e-25     
   13.4340       4.1246e+19    8.79372746e-25     
   13.4340       4.3755e+19    8.56743337e-25     
   13.4340       4.6416e+19    8.34533634e-25     
   13.4340       4.9239e+19    8.12755335e-25     
   13.4340       5.2233e+19    7.91417600e-25     
   13.4340       5.5410e+19    7.70527130e-25     
   13.4340       5.8780e+19    7.50088252e-25     
   13.4340       6.2355e+19    7.30103034e-25     
   13.4340       6.6147e+19    7.10571413e-25     
   13.4340       7.0170e+19    6.91491333e-25     
   13.4340       7.4438e+19    6.72858901e-25     
   13.4340       7.8965e+19    6.54668551e-25     
   13.4340       8.3768e+19    6.36913208e-25     
   13.4340       8.8862e+19    6.19584465e-25     
   13.4340       9.4267e+19    6.02672758e-25     
   13.4340       1.0000e+20    5.86167540e-25     
   13.4340       1.0608e+20    5.70057458e-25     
   13.4340       1.1253e+20    5.54330524e-25     
   13.4340       1.1938e+20    5.38974279e-25     
   13.4340       1.2664e+20    5.23975955e-25     
   13.4340       1.3434e+20    5.09322629e-25     
   13.4340       1.4251e+20    4.95001369e-25     
   13.4340       1.5118e+20    4.80999366e-25     
   13.4340       1.6037e+20    4.67304065e-25     
   13.4340       1.7013e+20    4.53903273e-25     
   13.4340       1.8047e+20    4.40785271e-25     
   13.4340       1.9145e+20    4.27938899e-25     
   13.4340       2.0309e+20    4.15353637e-25     
   13.4340       2.1544e+20    4.03019676e-25     
   13.4340       2.2855e+20    3.90927965e-25     
   13.4340       2.4245e+20    3.79070258e-25     
   13.4340       2.5719e+20    3.67439141e-25     
   13.4340       2.7283e+20    3.56028046e-25     
   13.4340       2.8943e+20    3.44831257e-25     
   13.4340       3.0703e+20    3.33843902e-25     
   13.4340       3.2570e+20    3.23061930e-25     
   13.4340       3.4551e+20    3.12482087e-25     
   13.4340       3.6652e+20    3.02101869e-25     
   13.4340       3.8882e+20    2.91919483e-25     
   13.4340       4.1246e+20    2.81933781e-25     
   13.4340       4.3755e+20    2.72144203e-25     
   13.4340       4.6416e+20    2.62550709e-25     
   13.4340       4.9239e+20    2.53153706e-25     
   13.4340       5.2233e+20    2.43953974e-25     
   13.4340       5.5410e+20    2.34952587e-25     
   13.4340       5.8780e+20    2.26150843e-25     
   13.4340       6.2355e+20    2.17550182e-25     
   13.4340       6.6147e+20    2.09152120e-25     
   13.4340       7.0170e+20    2.00958173e-25     
   13.4340       7.4438e+20    1.92969798e-25     
   13.4340       7.8965e+20    1.85188329e-25     
   13.4340       8.3768e+20    1.77614924e-25     
   13.4340       8.8862e+20    1.70250515e-25     
   13.4340       9.4267e+20    1.63095771e-25     
   13.4340       1.0000e+21    1.56151060e-25     
   14.2510       1.0000e+16    2.37083432e-24     
   14.2510       1.0608e+16    2.37058631e-24     
   14.2510       1.1253e+16    2.37032772e-24     
   14.2510       1.1938e+16    2.37005810e-24     
   14.2510       1.2664e+16    2.36977700e-24     
   14.2510       1.3434e+16    2.36948395e-24     
   14.2510       1.4251e+16    2.36917846e-24     
   14.2510       1.5118e+16    2.36886003e-24     
   14.2510       1.6037e+16    2.36852810e-24     
   14.2510       1.7013e+16    2.36818215e-24     
   14.2510       1.8047e+16    2.36782159e-24     
   14.2510       1.9145e+16    2.36744582e-24     
   14.2510       2.0309e+16    2.36705423e-24     
   14.2510       2.1544e+16    2.36664616e-24     
   14.2510       2.2855e+16    2.36622095e-24     
   14.2510       2.4245e+16    2.36577789e-24     
   14.2510       2.5719e+16    2.36531625e-24     
   14.2510       2.7283e+16    2.36483526e-24     
   14.2510       2.8943e+16    2.36433414e-24     
   14.2510       3.0703e+16    2.36381206e-24     
   14.2510       3.2570e+16    2.36326815e-24     
   14.2510       3.4551e+16    2.36270150e-24     
   14.2510       3.6652e+16    2.36211118e-24     
   14.2510       3.8882e+16    2.36149619e-24     
   14.2510       4.1246e+16    2.36085550e-24     
   14.2510       4.3755e+16    2.36018804e-24     
   14.2510       4.6416e+16    2.35949267e-24     
   14.2510       4.9239e+16    2.35876821e-24     
   14.2510       5.2233e+16    2.35801341e-24     
   14.2510       5.5410e+16    2.35722698e-24     
   14.2510       5.8780e+16    2.35640755e-24     
   14.2510       6.2355e+16    2.35555368e-24     
   14.2510       6.6147e+16    2.35466388e-24     
   14.2510       7.0170e+16    2.35373657e-24     
   14.2510       7.4438e+16    2.35277008e-24     
   14.2510       7.8965e+16    2.35176268e-24     
   14.2510       8.3768e+16    2.35071254e-24     
   14.2510       8.8862e+16    2.34961775e-24     
   14.2510       9.4267e+16    2.34847628e-24     
   14.2510       1.0000e+17    2.34728603e-24     
   14.2510       1.0608e+17    2.34604477e-24     
   14.2510       1.1253e+17    2.34475016e-24     
   14.2510       1.1938e+17    2.34339976e-24     
   14.2510       1.2664e+17    2.34199099e-24     
   14.2510       1.3434e+17    2.34052115e-24     
   14.2510       1.4251e+17    2.33898740e-24     
   14.2510       1.5118e+17    2.33738677e-24     
   14.2510       1.6037e+17    2.33571613e-24     
   14.2510       1.7013e+17    2.33397220e-24     
   14.2510       1.8047e+17    2.33215153e-24     
   14.2510       1.9145e+17    2.33025052e-24     
   14.2510       2.0309e+17    2.32826536e-24     
   14.2510       2.1544e+17    2.32619207e-24     
   14.2510       2.2855e+17    2.32402649e-24     
   14.2510       2.4245e+17    2.32176424e-24     
   14.2510       2.5719e+17    2.31940071e-24     
   14.2510       2.7283e+17    2.31693111e-24     
   14.2510       2.8943e+17    2.31435039e-24     
   14.2510       3.0703e+17    2.31165325e-24     
   14.2510       3.2570e+17    2.30883418e-24     
   14.2510       3.4551e+17    2.30588739e-24     
   14.2510       3.6652e+17    2.30280680e-24     
   14.2510       3.8882e+17    2.29958611e-24     
   14.2510       4.1246e+17    2.29621868e-24     
   14.2510       4.3755e+17    2.29269762e-24     
   14.2510       4.6416e+17    2.28901572e-24     
   14.2510       4.9239e+17    2.28516548e-24     
   14.2510       5.2233e+17    2.28113906e-24     
   14.2510       5.5410e+17    2.27692833e-24     
   14.2510       5.8780e+17    2.27252483e-24     
   14.2510       6.2355e+17    2.26791974e-24     
   14.2510       6.6147e+17    2.26310395e-24     
   14.2510       7.0170e+17    2.25806799e-24     
   14.2510       7.4438e+17    2.25280204e-24     
   14.2510       7.8965e+17    2.24729594e-24     
   14.2510       8.3768e+17    2.24153921e-24     
   14.2510       8.8862e+17    2.23552099e-24     
   14.2510       9.4267e+17    2.22923010e-24     
   14.2510       1.0000e+18    2.22265501e-24     
   14.2510       1.0608e+18    2.21578386e-24     
   14.2510       1.1253e+18    2.20860445e-24     
   14.2510       1.1938e+18    2.20110427e-24     
   14.2510       1.2664e+18    2.19327051e-24     
   14.2510       1.3434e+18    2.18509007e-24     
   14.2510       1.4251e+18    2.17654956e-24     
   14.2510       1.5118e+18    2.16763536e-24     
   14.2510       1.6037e+18    2.15833363e-24     
   14.2510       1.7013e+18    2.14863036e-24     
   14.2510       1.8047e+18    2.13851138e-24     
   14.2510       1.9145e+18    2.12796245e-24     
   14.2510       2.0309e+18    2.11696927e-24     
   14.2510       2.1544e+18    2.10551759e-24     
   14.2510       2.2855e+18    2.09359323e-24     
   14.2510       2.4245e+18    2.08118222e-24     
   14.2510       2.5719e+18    2.06827083e-24     
   14.2510       2.7283e+18    2.05484570e-24     
   14.2510       2.8943e+18    2.04089394e-24     
   14.2510       3.0703e+18    2.02640325e-24     
   14.2510       3.2570e+18    2.01136203e-24     
   14.2510       3.4551e+18    1.99575954e-24     
   14.2510       3.6652e+18    1.97958599e-24     
   14.2510       3.8882e+18    1.96283275e-24     
   14.2510       4.1246e+18    1.94549242e-24     
   14.2510       4.3755e+18    1.92755908e-24     
   14.2510       4.6416e+18    1.90902836e-24     
   14.2510       4.9239e+18    1.88989762e-24     
   14.2510       5.2233e+18    1.87016614e-24     
   14.2510       5.5410e+18    1.84983520e-24     
   14.2510       5.8780e+18    1.82890829e-24     
   14.2510       6.2355e+18    1.80739118e-24     
   14.2510       6.6147e+18    1.78529205e-24     
   14.2510       7.0170e+18    1.76262162e-24     
   14.2510       7.4438e+18    1.73939320e-24     
   14.2510       7.8965e+18    1.71562275e-24     
   14.2510       8.3768e+18    1.69132891e-24     
   14.2510       8.8862e+18    1.66653303e-24     
   14.2510       9.4267e+18    1.64125914e-24     
   14.2510       1.0000e+19    1.61553389e-24     
   14.2510       1.0608e+19    1.58938647e-24     
   14.2510       1.1253e+19    1.56284850e-24     
   14.2510       1.1938e+19    1.53595388e-24     
   14.2510       1.2664e+19    1.50873865e-24     
   14.2510       1.3434e+19    1.48124070e-24     
   14.2510       1.4251e+19    1.45349963e-24     
   14.2510       1.5118e+19    1.42555645e-24     
   14.2510       1.6037e+19    1.39745329e-24     
   14.2510       1.7013e+19    1.36923312e-24     
   14.2510       1.8047e+19    1.34093944e-24     
   14.2510       1.9145e+19    1.31261596e-24     
   14.2510       2.0309e+19    1.28430626e-24     
   14.2510       2.1544e+19    1.25605348e-24     
   14.2510       2.2855e+19    1.22790001e-24     
   14.2510       2.4245e+19    1.19988716e-24     
   14.2510       2.5719e+19    1.17205487e-24     
   14.2510       2.7283e+19    1.14444146e-24     
   14.2510       2.8943e+19    1.11708335e-24     
   14.2510       3.0703e+19    1.09001484e-24     
   14.2510       3.2570e+19    1.06326791e-24     
   14.2510       3.4551e+19    1.03687206e-24     
   14.2510       3.6652e+19    1.01085418e-24     
   14.2510       3.8882e+19    9.85238428e-25     
   14.2510       4.1246e+19    9.60046158e-25     
   14.2510       4.3755e+19    9.35295907e-25     
   14.2510       4.6416e+19    9.11003364e-25     
   14.2510       4.9239e+19    8.87181403e-25     
   14.2510       5.2233e+19    8.63840131e-25     
   14.2510       5.5410e+19    8.40986967e-25     
   14.2510       5.8780e+19    8.18626736e-25     
   14.2510       6.2355e+19    7.96761800e-25     
   14.2510       6.6147e+19    7.75392187e-25     
   14.2510       7.0170e+19    7.54515753e-25     
   14.2510       7.4438e+19    7.34128343e-25     
   14.2510       7.8965e+19    7.14223976e-25     
   14.2510       8.3768e+19    6.94795020e-25     
   14.2510       8.8862e+19    6.75832390e-25     
   14.2510       9.4267e+19    6.57325734e-25     
   14.2510       1.0000e+20    6.39263628e-25     
   14.2510       1.0608e+20    6.21633766e-25     
   14.2510       1.1253e+20    6.04423147e-25     
   14.2510       1.1938e+20    5.87618258e-25     
   14.2510       1.2664e+20    5.71205245e-25     
   14.2510       1.3434e+20    5.55170089e-25     
   14.2510       1.4251e+20    5.39498755e-25     
   14.2510       1.5118e+20    5.24177347e-25     
   14.2510       1.6037e+20    5.09192241e-25     
   14.2510       1.7013e+20    4.94530211e-25     
   14.2510       1.8047e+20    4.80178545e-25     
   14.2510       1.9145e+20    4.66125140e-25     
   14.2510       2.0309e+20    4.52358591e-25     
   14.2510       2.1544e+20    4.38868262e-25     
   14.2510       2.2855e+20    4.25644345e-25     
   14.2510       2.4245e+20    4.12677905e-25     
   14.2510       2.5719e+20    3.99960908e-25     
   14.2510       2.7283e+20    3.87486241e-25     
   14.2510       2.8943e+20    3.75247711e-25     
   14.2510       3.0703e+20    3.63240039e-25     
   14.2510       3.2570e+20    3.51458836e-25     
   14.2510       3.4551e+20    3.39900570e-25     
   14.2510       3.6652e+20    3.28562523e-25     
   14.2510       3.8882e+20    3.17442736e-25     
   14.2510       4.1246e+20    3.06539948e-25     
   14.2510       4.3755e+20    2.95853528e-25     
   14.2510       4.6416e+20    2.85383399e-25     
   14.2510       4.9239e+20    2.75129963e-25     
   14.2510       5.2233e+20    2.65094015e-25     
   14.2510       5.5410e+20    2.55276665e-25     
   14.2510       5.8780e+20    2.45679252e-25     
   14.2510       6.2355e+20    2.36303265e-25     
   14.2510       6.6147e+20    2.27150262e-25     
   14.2510       7.0170e+20    2.18221798e-25     
   14.2510       7.4438e+20    2.09519354e-25     
   14.2510       7.8965e+20    2.01044270e-25     
   14.2510       8.3768e+20    1.92797691e-25     
   14.2510       8.8862e+20    1.84780512e-25     
   14.2510       9.4267e+20    1.76993336e-25     
   14.2510       1.0000e+21    1.69436437e-25     
   15.1178       1.0000e+16    2.57878696e-24     
   15.1178       1.0608e+16    2.57851412e-24     
   15.1178       1.1253e+16    2.57822965e-24     
   15.1178       1.1938e+16    2.57793306e-24     
   15.1178       1.2664e+16    2.57762386e-24     
   15.1178       1.3434e+16    2.57730154e-24     
   15.1178       1.4251e+16    2.57696554e-24     
   15.1178       1.5118e+16    2.57661533e-24     
   15.1178       1.6037e+16    2.57625031e-24     
   15.1178       1.7013e+16    2.57586988e-24     
   15.1178       1.8047e+16    2.57547342e-24     
   15.1178       1.9145e+16    2.57506027e-24     
   15.1178       2.0309e+16    2.57462975e-24     
   15.1178       2.1544e+16    2.57418116e-24     
   15.1178       2.2855e+16    2.57371375e-24     
   15.1178       2.4245e+16    2.57322677e-24     
   15.1178       2.5719e+16    2.57271942e-24     
   15.1178       2.7283e+16    2.57219086e-24     
   15.1178       2.8943e+16    2.57164023e-24     
   15.1178       3.0703e+16    2.57106662e-24     
   15.1178       3.2570e+16    2.57046909e-24     
   15.1178       3.4551e+16    2.56984666e-24     
   15.1178       3.6652e+16    2.56919830e-24     
   15.1178       3.8882e+16    2.56852293e-24     
   15.1178       4.1246e+16    2.56781943e-24     
   15.1178       4.3755e+16    2.56708663e-24     
   15.1178       4.6416e+16    2.56632328e-24     
   15.1178       4.9239e+16    2.56552812e-24     
   15.1178       5.2233e+16    2.56469977e-24     
   15.1178       5.5410e+16    2.56383683e-24     
   15.1178       5.8780e+16    2.56293782e-24     
   15.1178       6.2355e+16    2.56200117e-24     
   15.1178       6.6147e+16    2.56102526e-24     
   15.1178       7.0170e+16    2.56000836e-24     
   15.1178       7.4438e+16    2.55894868e-24     
   15.1178       7.8965e+16    2.55784433e-24     
   15.1178       8.3768e+16    2.55669331e-24     
   15.1178       8.8862e+16    2.55549356e-24     
   15.1178       9.4267e+16    2.55424287e-24     
   15.1178       1.0000e+17    2.55293895e-24     
   15.1178       1.0608e+17    2.55157938e-24     
   15.1178       1.1253e+17    2.55016164e-24     
   15.1178       1.1938e+17    2.54868306e-24     
   15.1178       1.2664e+17    2.54714083e-24     
   15.1178       1.3434e+17    2.54553204e-24     
   15.1178       1.4251e+17    2.54385360e-24     
   15.1178       1.5118e+17    2.54210228e-24     
   15.1178       1.6037e+17    2.54027467e-24     
   15.1178       1.7013e+17    2.53836723e-24     
   15.1178       1.8047e+17    2.53637620e-24     
   15.1178       1.9145e+17    2.53429768e-24     
   15.1178       2.0309e+17    2.53212753e-24     
   15.1178       2.1544e+17    2.52986144e-24     
   15.1178       2.2855e+17    2.52749488e-24     
   15.1178       2.4245e+17    2.52502310e-24     
   15.1178       2.5719e+17    2.52244110e-24     
   15.1178       2.7283e+17    2.51974369e-24     
   15.1178       2.8943e+17    2.51692536e-24     
   15.1178       3.0703e+17    2.51398041e-24     
   15.1178       3.2570e+17    2.51090281e-24     
   15.1178       3.4551e+17    2.50768630e-24     
   15.1178       3.6652e+17    2.50432429e-24     
   15.1178       3.8882e+17    2.50080992e-24     
   15.1178       4.1246e+17    2.49713601e-24     
   15.1178       4.3755e+17    2.49329508e-24     
   15.1178       4.6416e+17    2.48927930e-24     
   15.1178       4.9239e+17    2.48508052e-24     
   15.1178       5.2233e+17    2.48069027e-24     
   15.1178       5.5410e+17    2.47609970e-24     
   15.1178       5.8780e+17    2.47129963e-24     
   15.1178       6.2355e+17    2.46628052e-24     
   15.1178       6.6147e+17    2.46103246e-24     
   15.1178       7.0170e+17    2.45554518e-24     
   15.1178       7.4438e+17    2.44980803e-24     
   15.1178       7.8965e+17    2.44381001e-24     
   15.1178       8.3768e+17    2.43753972e-24     
   15.1178       8.8862e+17    2.43098539e-24     
   15.1178       9.4267e+17    2.42413490e-24     
   15.1178       1.0000e+18    2.41697574e-24     
   15.1178       1.0608e+18    2.40949504e-24     
   15.1178       1.1253e+18    2.40167958e-24     
   15.1178       1.1938e+18    2.39351579e-24     
   15.1178       1.2664e+18    2.38498977e-24     
   15.1178       1.3434e+18    2.37608730e-24     
   15.1178       1.4251e+18    2.36679387e-24     
   15.1178       1.5118e+18    2.35709470e-24     
   15.1178       1.6037e+18    2.34697478e-24     
   15.1178       1.7013e+18    2.33641890e-24     
   15.1178       1.8047e+18    2.32541169e-24     
   15.1178       1.9145e+18    2.31393769e-24     
   15.1178       2.0309e+18    2.30198140e-24     
   15.1178       2.1544e+18    2.28952731e-24     
   15.1178       2.2855e+18    2.27656006e-24     
   15.1178       2.4245e+18    2.26306444e-24     
   15.1178       2.5719e+18    2.24902555e-24     
   15.1178       2.7283e+18    2.23442886e-24     
   15.1178       2.8943e+18    2.21926035e-24     
   15.1178       3.0703e+18    2.20350665e-24     
   15.1178       3.2570e+18    2.18715511e-24     
   15.1178       3.4551e+18    2.17019401e-24     
   15.1178       3.6652e+18    2.15261271e-24     
   15.1178       3.8882e+18    2.13440173e-24     
   15.1178       4.1246e+18    2.11555302e-24     
   15.1178       4.3755e+18    2.09606003e-24     
   15.1178       4.6416e+18    2.07591794e-24     
   15.1178       4.9239e+18    2.05512382e-24     
   15.1178       5.2233e+18    2.03367676e-24     
   15.1178       5.5410e+18    2.01157807e-24     
   15.1178       5.8780e+18    1.98883140e-24     
   15.1178       6.2355e+18    1.96544291e-24     
   15.1178       6.6147e+18    1.94142137e-24     
   15.1178       7.0170e+18    1.91677829e-24     
   15.1178       7.4438e+18    1.89152800e-24     
   15.1178       7.8965e+18    1.86568770e-24     
   15.1178       8.3768e+18    1.83927751e-24     
   15.1178       8.8862e+18    1.81232050e-24     
   15.1178       9.4267e+18    1.78484264e-24     
   15.1178       1.0000e+19    1.75687275e-24     
   15.1178       1.0608e+19    1.72844243e-24     
   15.1178       1.1253e+19    1.69958592e-24     
   15.1178       1.1938e+19    1.67033996e-24     
   15.1178       1.2664e+19    1.64074359e-24     
   15.1178       1.3434e+19    1.61083793e-24     
   15.1178       1.4251e+19    1.58066592e-24     
   15.1178       1.5118e+19    1.55027207e-24     
   15.1178       1.6037e+19    1.51970212e-24     
   15.1178       1.7013e+19    1.48900273e-24     
   15.1178       1.8047e+19    1.45822119e-24     
   15.1178       1.9145e+19    1.42740497e-24     
   15.1178       2.0309e+19    1.39660148e-24     
   15.1178       2.1544e+19    1.36585765e-24     
   15.1178       2.2855e+19    1.33521958e-24     
   15.1178       2.4245e+19    1.30473225e-24     
   15.1178       2.5719e+19    1.27443916e-24     
   15.1178       2.7283e+19    1.24438204e-24     
   15.1178       2.8943e+19    1.21460060e-24     
   15.1178       3.0703e+19    1.18513223e-24     
   15.1178       3.2570e+19    1.15601183e-24     
   15.1178       3.4551e+19    1.12727160e-24     
   15.1178       3.6652e+19    1.09894092e-24     
   15.1178       3.8882e+19    1.07104618e-24     
   15.1178       4.1246e+19    1.04361077e-24     
   15.1178       4.3755e+19    1.01665498e-24     
   15.1178       4.6416e+19    9.90196035e-25     
   15.1178       4.9239e+19    9.64248080e-25     
   15.1178       5.2233e+19    9.38822262e-25     
   15.1178       5.5410e+19    9.13926800e-25     
   15.1178       5.8780e+19    8.89567093e-25     
   15.1178       6.2355e+19    8.65745857e-25     
   15.1178       6.6147e+19    8.42463268e-25     
   15.1178       7.0170e+19    8.19717138e-25     
   15.1178       7.4438e+19    7.97503087e-25     
   15.1178       7.8965e+19    7.75814743e-25     
   15.1178       8.3768e+19    7.54643941e-25     
   15.1178       8.8862e+19    7.33980925e-25     
   15.1178       9.4267e+19    7.13814562e-25     
   15.1178       1.0000e+20    6.94132546e-25     
   15.1178       1.0608e+20    6.74921610e-25     
   15.1178       1.1253e+20    6.56167726e-25     
   15.1178       1.1938e+20    6.37856306e-25     
   15.1178       1.2664e+20    6.19972390e-25     
   15.1178       1.3434e+20    6.02500830e-25     
   15.1178       1.4251e+20    5.85426464e-25     
   15.1178       1.5118e+20    5.68734270e-25     
   15.1178       1.6037e+20    5.52409525e-25     
   15.1178       1.7013e+20    5.36437932e-25     
   15.1178       1.8047e+20    5.20805747e-25     
   15.1178       1.9145e+20    5.05499888e-25     
   15.1178       2.0309e+20    4.90508024e-25     
   15.1178       2.1544e+20    4.75818656e-25     
   15.1178       2.2855e+20    4.61421179e-25     
   15.1178       2.4245e+20    4.47305932e-25     
   15.1178       2.5719e+20    4.33464226e-25     
   15.1178       2.7283e+20    4.19888364e-25     
   15.1178       2.8943e+20    4.06571644e-25     
   15.1178       3.0703e+20    3.93508347e-25     
   15.1178       3.2570e+20    3.80693713e-25     
   15.1178       3.4551e+20    3.68123902e-25     
   15.1178       3.6652e+20    3.55795950e-25     
   15.1178       3.8882e+20    3.43707707e-25     
   15.1178       4.1246e+20    3.31857772e-25     
   15.1178       4.3755e+20    3.20245415e-25     
   15.1178       4.6416e+20    3.08870501e-25     
   15.1178       4.9239e+20    2.97733401e-25     
   15.1178       5.2233e+20    2.86834907e-25     
   15.1178       5.5410e+20    2.76176140e-25     
   15.1178       5.8780e+20    2.65758462e-25     
   15.1178       6.2355e+20    2.55583388e-25     
   15.1178       6.6147e+20    2.45652504e-25     
   15.1178       7.0170e+20    2.35967381e-25     
   15.1178       7.4438e+20    2.26529507e-25     
   15.1178       7.8965e+20    2.17340213e-25     
   15.1178       8.3768e+20    2.08400610e-25     
   15.1178       8.8862e+20    1.99711541e-25     
